"group","sakai:joinable"
"testgroup1248","yes"
"testgroup1249","yes"
"testgroup1250","yes"
"testgroup1251","yes"
"testgroup1252","yes"
"testgroup1253","yes"
"testgroup1254","yes"
"testgroup1255","yes"
"testgroup1256","yes"
"testgroup1257","yes"
"testgroup1258","yes"
"testgroup1259","yes"
"testgroup1260","yes"
"testgroup1261","yes"
"testgroup1262","yes"
"testgroup1263","yes"
"testgroup1264","yes"
"testgroup1265","yes"
"testgroup1266","yes"
"testgroup1267","yes"
"testgroup1268","yes"
"testgroup1269","yes"
"testgroup1270","yes"
"testgroup1271","yes"
"testgroup1272","yes"
"testgroup1273","yes"
"testgroup1274","yes"
"testgroup1275","yes"
"testgroup1276","yes"
"testgroup1277","yes"
"testgroup1278","yes"
"testgroup1279","yes"
"testgroup1280","yes"
"testgroup1281","yes"
"testgroup1282","yes"
"testgroup1283","yes"
"testgroup1284","yes"
"testgroup1285","yes"
"testgroup1286","yes"
"testgroup1287","yes"
"testgroup1288","yes"
"testgroup1289","yes"
"testgroup1290","yes"
"testgroup1291","yes"
"testgroup1292","yes"
"testgroup1293","yes"
"testgroup1294","yes"
"testgroup1295","yes"
"testgroup1296","yes"
"testgroup1297","yes"
"testgroup1298","yes"
"testgroup1299","yes"
"testgroup1300","yes"
"testgroup1301","yes"
"testgroup1302","yes"
"testgroup1303","yes"
"testgroup1304","yes"
"testgroup1305","yes"
"testgroup1306","yes"
"testgroup1307","yes"
"testgroup1308","yes"
"testgroup1309","yes"
"testgroup1310","yes"
"testgroup1311","yes"
"testgroup1312","yes"
"testgroup1313","yes"
"testgroup1314","yes"
"testgroup1315","yes"
"testgroup1316","yes"
"testgroup1317","yes"
"testgroup1318","yes"
"testgroup1319","yes"
"testgroup1320","yes"
"testgroup1321","yes"
"testgroup1322","yes"
"testgroup1323","yes"
"testgroup1324","yes"
"testgroup1325","yes"
"testgroup1326","yes"
"testgroup1327","yes"
"testgroup1328","yes"
"testgroup1329","yes"
"testgroup1330","yes"
"testgroup1331","yes"
"testgroup1332","yes"
"testgroup1333","yes"
"testgroup1334","yes"
"testgroup1335","yes"
"testgroup1336","yes"
"testgroup1337","yes"
"testgroup1338","yes"
"testgroup1339","yes"
"testgroup1340","yes"
"testgroup1341","yes"
"testgroup1342","yes"
"testgroup1343","yes"
"testgroup1344","yes"
"testgroup1345","yes"
"testgroup1346","yes"
"testgroup1347","yes"
"testgroup1348","yes"
"testgroup1349","yes"
"testgroup1350","yes"
"testgroup1351","yes"
"testgroup1352","yes"
"testgroup1353","yes"
"testgroup1354","yes"
"testgroup1355","yes"
"testgroup1356","yes"
"testgroup1357","yes"
"testgroup1358","yes"
"testgroup1359","yes"
"testgroup1360","yes"
"testgroup1361","yes"
"testgroup1362","yes"
"testgroup1363","yes"
"testgroup1364","yes"
"testgroup1365","yes"
"testgroup1366","yes"
"testgroup1367","yes"
"testgroup1368","yes"
"testgroup1369","yes"
"testgroup1370","yes"
"testgroup1371","yes"
"testgroup1372","yes"
"testgroup1373","yes"
"testgroup1374","yes"
"testgroup1375","yes"
"testgroup1376","yes"
"testgroup1377","yes"
"testgroup1378","yes"
"testgroup1379","yes"
"testgroup1380","yes"
"testgroup1381","yes"
"testgroup1382","yes"
"testgroup1383","yes"
"testgroup1384","yes"
"testgroup1385","yes"
"testgroup1386","yes"
"testgroup1387","yes"
"testgroup1388","yes"
"testgroup1389","yes"
"testgroup1390","yes"
"testgroup1391","yes"
"testgroup1392","yes"
"testgroup1393","yes"
"testgroup1394","yes"
"testgroup1395","yes"
"testgroup1396","yes"
"testgroup1397","yes"
"testgroup1398","yes"
"testgroup1399","yes"
"testgroup1400","yes"
"testgroup1401","yes"
"testgroup1402","yes"
"testgroup1403","yes"
"testgroup1404","yes"
"testgroup1405","yes"
"testgroup1406","yes"
"testgroup1407","yes"
"testgroup1408","yes"
"testgroup1409","yes"
"testgroup1410","yes"
"testgroup1411","yes"
"testgroup1412","yes"
"testgroup1413","yes"
"testgroup1414","yes"
"testgroup1415","yes"
"testgroup1416","yes"
"testgroup1417","yes"
"testgroup1418","yes"
"testgroup1419","yes"
"testgroup1420","yes"
"testgroup1421","yes"
"testgroup1422","yes"
"testgroup1423","yes"
"testgroup1424","yes"
"testgroup1425","yes"
"testgroup1426","yes"
"testgroup1427","yes"
"testgroup1428","yes"
"testgroup1429","yes"
"testgroup1430","yes"
"testgroup1431","yes"
"testgroup1432","yes"
"testgroup1433","yes"
"testgroup1434","yes"
"testgroup1435","yes"
"testgroup1436","yes"
"testgroup1437","yes"
"testgroup1438","yes"
"testgroup1439","yes"
"testgroup1440","yes"
"testgroup1441","yes"
"testgroup1442","yes"
"testgroup1443","yes"
"testgroup1444","yes"
"testgroup1445","yes"
"testgroup1446","yes"
"testgroup1447","yes"
"testgroup1448","yes"
"testgroup1449","yes"
"testgroup1450","yes"
"testgroup1451","yes"
"testgroup1452","yes"
"testgroup1453","yes"
"testgroup1454","yes"
"testgroup1455","yes"
"testgroup1456","yes"
"testgroup1457","yes"
"testgroup1458","yes"
"testgroup1459","yes"
"testgroup1460","yes"
"testgroup1461","yes"
"testgroup1462","yes"
"testgroup1463","yes"
"testgroup1464","yes"
"testgroup1465","yes"
"testgroup1466","yes"
"testgroup1467","yes"
"testgroup1468","yes"
"testgroup1469","yes"
"testgroup1470","yes"
"testgroup1471","yes"
"testgroup1472","yes"
"testgroup1473","yes"
"testgroup1474","yes"
"testgroup1475","yes"
"testgroup1476","yes"
"testgroup1477","yes"
"testgroup1478","yes"
"testgroup1479","yes"
"testgroup1480","yes"
"testgroup1481","yes"
"testgroup1482","yes"
"testgroup1483","yes"
"testgroup1484","yes"
"testgroup1485","yes"
"testgroup1486","yes"
"testgroup1487","yes"
"testgroup1488","yes"
"testgroup1489","yes"
"testgroup1490","yes"
"testgroup1491","yes"
"testgroup1492","yes"
"testgroup1493","yes"
"testgroup1494","yes"
"testgroup1495","yes"
"testgroup1496","yes"
"testgroup1497","yes"
"testgroup1498","yes"
"testgroup1499","yes"
"testgroup1500","yes"
"testgroup1501","yes"
"testgroup1502","yes"
"testgroup1503","yes"
"testgroup1504","yes"
"testgroup1505","yes"
"testgroup1506","yes"
"testgroup1507","yes"
"testgroup1508","yes"
"testgroup1509","yes"
"testgroup1510","yes"
"testgroup1511","yes"
"testgroup1512","yes"
"testgroup1513","yes"
"testgroup1514","yes"
"testgroup1515","yes"
"testgroup1516","yes"
"testgroup1517","yes"
"testgroup1518","yes"
"testgroup1519","yes"
"testgroup1520","yes"
"testgroup1521","yes"
"testgroup1522","yes"
"testgroup1523","yes"
"testgroup1524","yes"
"testgroup1525","yes"
"testgroup1526","yes"
"testgroup1527","yes"
"testgroup1528","yes"
"testgroup1529","yes"
"testgroup1530","yes"
"testgroup1531","yes"
"testgroup1532","yes"
"testgroup1533","yes"
"testgroup1534","yes"
"testgroup1535","yes"
"testgroup1536","yes"
"testgroup1537","yes"
"testgroup1538","yes"
"testgroup1539","yes"
"testgroup1540","yes"
"testgroup1541","yes"
"testgroup1542","yes"
"testgroup1543","yes"
"testgroup1544","yes"
"testgroup1545","yes"
"testgroup1546","yes"
"testgroup1547","yes"
"testgroup1548","yes"
"testgroup1549","yes"
"testgroup1550","yes"
"testgroup1551","yes"
"testgroup1552","yes"
"testgroup1553","yes"
"testgroup1554","yes"
"testgroup1555","yes"
"testgroup1556","yes"
"testgroup1557","yes"
"testgroup1558","yes"
"testgroup1559","yes"
"testgroup1560","yes"
"testgroup1561","yes"
"testgroup1562","yes"
"testgroup1563","yes"
"testgroup1564","yes"
"testgroup1565","yes"
"testgroup1566","yes"
"testgroup1567","yes"
"testgroup1568","yes"
"testgroup1569","yes"
"testgroup1570","yes"
"testgroup1571","yes"
"testgroup1572","yes"
"testgroup1573","yes"
"testgroup1574","yes"
"testgroup1575","yes"
"testgroup1576","yes"
"testgroup1577","yes"
"testgroup1578","yes"
"testgroup1579","yes"
"testgroup1580","yes"
"testgroup1581","yes"
"testgroup1582","yes"
"testgroup1583","yes"
"testgroup1584","yes"
"testgroup1585","yes"
"testgroup1586","yes"
"testgroup1587","yes"
"testgroup1588","yes"
"testgroup1589","yes"
"testgroup1590","yes"
"testgroup1591","yes"
"testgroup1592","yes"
"testgroup1593","yes"
"testgroup1594","yes"
"testgroup1595","yes"
"testgroup1596","yes"
"testgroup1597","yes"
"testgroup1598","yes"
"testgroup1599","yes"
"testgroup1600","yes"
"testgroup1601","yes"
"testgroup1602","yes"
"testgroup1603","yes"
"testgroup1604","yes"
"testgroup1605","yes"
"testgroup1606","yes"
"testgroup1607","yes"
"testgroup1608","yes"
"testgroup1609","yes"
"testgroup1610","yes"
"testgroup1611","yes"
"testgroup1612","yes"
"testgroup1613","yes"
"testgroup1614","yes"
"testgroup1615","yes"
"testgroup1616","yes"
"testgroup1617","yes"
"testgroup1618","yes"
"testgroup1619","yes"
"testgroup1620","yes"
"testgroup1621","yes"
"testgroup1622","yes"
"testgroup1623","yes"
"testgroup1624","yes"
"testgroup1625","yes"
"testgroup1626","yes"
"testgroup1627","yes"
"testgroup1628","yes"
"testgroup1629","yes"
"testgroup1630","yes"
"testgroup1631","yes"
"testgroup1632","yes"
"testgroup1633","yes"
"testgroup1634","yes"
"testgroup1635","yes"
"testgroup1636","yes"
"testgroup1637","yes"
"testgroup1638","yes"
"testgroup1639","yes"
"testgroup1640","yes"
"testgroup1641","yes"
"testgroup1642","yes"
"testgroup1643","yes"
"testgroup1644","yes"
"testgroup1645","yes"
"testgroup1646","yes"
"testgroup1647","yes"
"testgroup1648","yes"
"testgroup1649","yes"
"testgroup1650","yes"
"testgroup1651","yes"
"testgroup1652","yes"
"testgroup1653","yes"
"testgroup1654","yes"
"testgroup1655","yes"
"testgroup1656","yes"
"testgroup1657","yes"
"testgroup1658","yes"
"testgroup1659","yes"
"testgroup1660","yes"
"testgroup1661","yes"
"testgroup1662","yes"
"testgroup1663","yes"
"testgroup1664","yes"
"testgroup1665","yes"
"testgroup1666","yes"
"testgroup1667","yes"
"testgroup1668","yes"
"testgroup1669","yes"
"testgroup1670","yes"
"testgroup1671","yes"
"testgroup1672","yes"
"testgroup1673","yes"
"testgroup1674","yes"
"testgroup1675","yes"
"testgroup1676","yes"
"testgroup1677","yes"
"testgroup1678","yes"
"testgroup1679","yes"
"testgroup1680","yes"
"testgroup1681","yes"
"testgroup1682","yes"
"testgroup1683","yes"
"testgroup1684","yes"
"testgroup1685","yes"
"testgroup1686","yes"
"testgroup1687","yes"
"testgroup1688","yes"
"testgroup1689","yes"
"testgroup1690","yes"
"testgroup1691","yes"
"testgroup1692","yes"
"testgroup1693","yes"
"testgroup1694","yes"
"testgroup1695","yes"
"testgroup1696","yes"
"testgroup1697","yes"
"testgroup1698","yes"
"testgroup1699","yes"
"testgroup1700","yes"
"testgroup1701","yes"
"testgroup1702","yes"
"testgroup1703","yes"
"testgroup1704","yes"
"testgroup1705","yes"
"testgroup1706","yes"
"testgroup1707","yes"
"testgroup1708","yes"
"testgroup1709","yes"
"testgroup1710","yes"
"testgroup1711","yes"
"testgroup1712","yes"
"testgroup1713","yes"
"testgroup1714","yes"
"testgroup1715","yes"
"testgroup1716","yes"
"testgroup1717","yes"
"testgroup1718","yes"
"testgroup1719","yes"
"testgroup1720","yes"
"testgroup1721","yes"
"testgroup1722","yes"
"testgroup1723","yes"
"testgroup1724","yes"
"testgroup1725","yes"
"testgroup1726","yes"
"testgroup1727","yes"
"testgroup1728","yes"
"testgroup1729","yes"
"testgroup1730","yes"
"testgroup1731","yes"
"testgroup1732","yes"
"testgroup1733","yes"
"testgroup1734","yes"
"testgroup1735","yes"
"testgroup1736","yes"
"testgroup1737","yes"
"testgroup1738","yes"
"testgroup1739","yes"
"testgroup1740","yes"
"testgroup1741","yes"
"testgroup1742","yes"
"testgroup1743","yes"
"testgroup1744","yes"
"testgroup1745","yes"
"testgroup1746","yes"
"testgroup1747","yes"
"testgroup1748","yes"
"testgroup1749","yes"
"testgroup1750","yes"
"testgroup1751","yes"
"testgroup1752","yes"
"testgroup1753","yes"
"testgroup1754","yes"
"testgroup1755","yes"
"testgroup1756","yes"
"testgroup1757","yes"
"testgroup1758","yes"
"testgroup1759","yes"
"testgroup1760","yes"
"testgroup1761","yes"
"testgroup1762","yes"
"testgroup1763","yes"
"testgroup1764","yes"
"testgroup1765","yes"
"testgroup1766","yes"
"testgroup1767","yes"
"testgroup1768","yes"
"testgroup1769","yes"
"testgroup1770","yes"
"testgroup1771","yes"
"testgroup1772","yes"
"testgroup1773","yes"
"testgroup1774","yes"
"testgroup1775","yes"
"testgroup1776","yes"
"testgroup1777","yes"
"testgroup1778","yes"
"testgroup1779","yes"
"testgroup1780","yes"
"testgroup1781","yes"
"testgroup1782","yes"
"testgroup1783","yes"
"testgroup1784","yes"
"testgroup1785","yes"
"testgroup1786","yes"
"testgroup1787","yes"
"testgroup1788","yes"
"testgroup1789","yes"
"testgroup1790","yes"
"testgroup1791","yes"
"testgroup1792","yes"
"testgroup1793","yes"
"testgroup1794","yes"
"testgroup1795","yes"
"testgroup1796","yes"
"testgroup1797","yes"
"testgroup1798","yes"
"testgroup1799","yes"
"testgroup1800","yes"
"testgroup1801","yes"
"testgroup1802","yes"
"testgroup1803","yes"
"testgroup1804","yes"
"testgroup1805","yes"
"testgroup1806","yes"
"testgroup1807","yes"
"testgroup1808","yes"
"testgroup1809","yes"
"testgroup1810","yes"
"testgroup1811","yes"
"testgroup1812","yes"
"testgroup1813","yes"
"testgroup1814","yes"
"testgroup1815","yes"
"testgroup1816","yes"
"testgroup1817","yes"
"testgroup1818","yes"
"testgroup1819","yes"
"testgroup1820","yes"
"testgroup1821","yes"
"testgroup1822","yes"
"testgroup1823","yes"
"testgroup1824","yes"
"testgroup1825","yes"
"testgroup1826","yes"
"testgroup1827","yes"
"testgroup1828","yes"
"testgroup1829","yes"
"testgroup1830","yes"
"testgroup1831","yes"
"testgroup1832","yes"
"testgroup1833","yes"
"testgroup1834","yes"
"testgroup1835","yes"
"testgroup1836","yes"
"testgroup1837","yes"
"testgroup1838","yes"
"testgroup1839","yes"
"testgroup1840","yes"
"testgroup1841","yes"
"testgroup1842","yes"
"testgroup1843","yes"
"testgroup1844","yes"
"testgroup1845","yes"
"testgroup1846","yes"
"testgroup1847","yes"
"testgroup1848","yes"
"testgroup1849","yes"
"testgroup1850","yes"
"testgroup1851","yes"
"testgroup1852","yes"
"testgroup1853","yes"
"testgroup1854","yes"
"testgroup1855","yes"
"testgroup1856","yes"
"testgroup1857","yes"
"testgroup1858","yes"
"testgroup1859","yes"
"testgroup1860","yes"
"testgroup1861","yes"
"testgroup1862","yes"
"testgroup1863","yes"
"testgroup1864","yes"
"testgroup1865","yes"
"testgroup1866","yes"
"testgroup1867","yes"
"testgroup1868","yes"
"testgroup1869","yes"
"testgroup1870","yes"
"testgroup1871","yes"
"testgroup1872","yes"
"testgroup1873","yes"
"testgroup1874","yes"
"testgroup1875","yes"
"testgroup1876","yes"
"testgroup1877","yes"
"testgroup1878","yes"
"testgroup1879","yes"
"testgroup1880","yes"
"testgroup1881","yes"
"testgroup1882","yes"
"testgroup1883","yes"
"testgroup1884","yes"
"testgroup1885","yes"
"testgroup1886","yes"
"testgroup1887","yes"
"testgroup1888","yes"
"testgroup1889","yes"
"testgroup1890","yes"
"testgroup1891","yes"
"testgroup1892","yes"
"testgroup1893","yes"
"testgroup1894","yes"
"testgroup1895","yes"
"testgroup1896","yes"
"testgroup1897","yes"
"testgroup1898","yes"
"testgroup1899","yes"
"testgroup1900","yes"
"testgroup1901","yes"
"testgroup1902","yes"
"testgroup1903","yes"
"testgroup1904","yes"
"testgroup1905","yes"
"testgroup1906","yes"
"testgroup1907","yes"
"testgroup1908","yes"
"testgroup1909","yes"
"testgroup1910","yes"
"testgroup1911","yes"
"testgroup1912","yes"
"testgroup1913","yes"
"testgroup1914","yes"
"testgroup1915","yes"
"testgroup1916","yes"
"testgroup1917","yes"
"testgroup1918","yes"
"testgroup1919","yes"
"testgroup1920","yes"
"testgroup1921","yes"
"testgroup1922","yes"
"testgroup1923","yes"
"testgroup1924","yes"
"testgroup1925","yes"
"testgroup1926","yes"
"testgroup1927","yes"
"testgroup1928","yes"
"testgroup1929","yes"
"testgroup1930","yes"
"testgroup1931","yes"
"testgroup1932","yes"
"testgroup1933","yes"
"testgroup1934","yes"
"testgroup1935","yes"
"testgroup1936","yes"
"testgroup1937","yes"
"testgroup1938","yes"
"testgroup1939","yes"
"testgroup1940","yes"
"testgroup1941","yes"
"testgroup1942","yes"
"testgroup1943","yes"
"testgroup1944","yes"
"testgroup1945","yes"
"testgroup1946","yes"
"testgroup1947","yes"
"testgroup1948","yes"
"testgroup1949","yes"
"testgroup1950","yes"
"testgroup1951","yes"
"testgroup1952","yes"
"testgroup1953","yes"
"testgroup1954","yes"
"testgroup1955","yes"
"testgroup1956","yes"
"testgroup1957","yes"
"testgroup1958","yes"
"testgroup1959","yes"
"testgroup1960","yes"
"testgroup1961","yes"
"testgroup1962","yes"
"testgroup1963","yes"
"testgroup1964","yes"
"testgroup1965","yes"
"testgroup1966","yes"
"testgroup1967","yes"
"testgroup1968","yes"
"testgroup1969","yes"
"testgroup1970","yes"
"testgroup1971","yes"
"testgroup1972","yes"
"testgroup1973","yes"
"testgroup1974","yes"
"testgroup1975","yes"
"testgroup1976","yes"
"testgroup1977","yes"
"testgroup1978","yes"
"testgroup1979","yes"
"testgroup1980","yes"
"testgroup1981","yes"
"testgroup1982","yes"
"testgroup1983","yes"
"testgroup1984","yes"
"testgroup1985","yes"
"testgroup1986","yes"
"testgroup1987","yes"
"testgroup1988","yes"
"testgroup1989","yes"
"testgroup1990","yes"
"testgroup1991","yes"
"testgroup1992","yes"
"testgroup1993","yes"
"testgroup1994","yes"
"testgroup1995","yes"
"testgroup1996","yes"
"testgroup1997","yes"
"testgroup1998","yes"
"testgroup1999","yes"
"testgroup2000","yes"
"testgroup2001","yes"
"testgroup2002","yes"
"testgroup2003","yes"
"testgroup2004","yes"
"testgroup2005","yes"
"testgroup2006","yes"
"testgroup2007","yes"
"testgroup2008","yes"
"testgroup2009","yes"
"testgroup2010","yes"
"testgroup2011","yes"
"testgroup2012","yes"
"testgroup2013","yes"
"testgroup2014","yes"
"testgroup2015","yes"
"testgroup2016","yes"
"testgroup2017","yes"
"testgroup2018","yes"
"testgroup2019","yes"
"testgroup2020","yes"
"testgroup2021","yes"
"testgroup2022","yes"
"testgroup2023","yes"
"testgroup2024","yes"
"testgroup2025","yes"
"testgroup2026","yes"
"testgroup2027","yes"
"testgroup2028","yes"
"testgroup2029","yes"
"testgroup2030","yes"
"testgroup2031","yes"
"testgroup2032","yes"
"testgroup2033","yes"
"testgroup2034","yes"
"testgroup2035","yes"
"testgroup2036","yes"
"testgroup2037","yes"
"testgroup2038","yes"
"testgroup2039","yes"
"testgroup2040","yes"
"testgroup2041","yes"
"testgroup2042","yes"
"testgroup2043","yes"
"testgroup2044","yes"
"testgroup2045","yes"
"testgroup2046","yes"
"testgroup2047","yes"
"testgroup2048","yes"
"testgroup2049","yes"
"testgroup2050","yes"
"testgroup2051","yes"
"testgroup2052","yes"
"testgroup2053","yes"
"testgroup2054","yes"
"testgroup2055","yes"
"testgroup2056","yes"
"testgroup2057","yes"
"testgroup2058","yes"
"testgroup2059","yes"
"testgroup2060","yes"
"testgroup2061","yes"
"testgroup2062","yes"
"testgroup2063","yes"
"testgroup2064","yes"
"testgroup2065","yes"
"testgroup2066","yes"
"testgroup2067","yes"
"testgroup2068","yes"
"testgroup2069","yes"
"testgroup2070","yes"
"testgroup2071","yes"
"testgroup2072","yes"
"testgroup2073","yes"
"testgroup2074","yes"
"testgroup2075","yes"
"testgroup2076","yes"
"testgroup2077","yes"
"testgroup2078","yes"
"testgroup2079","yes"
"testgroup2080","yes"
"testgroup2081","yes"
"testgroup2082","yes"
"testgroup2083","yes"
"testgroup2084","yes"
"testgroup2085","yes"
"testgroup2086","yes"
"testgroup2087","yes"
"testgroup2088","yes"
"testgroup2089","yes"
"testgroup2090","yes"
"testgroup2091","yes"
"testgroup2092","yes"
"testgroup2093","yes"
"testgroup2094","yes"
"testgroup2095","yes"
